Timestamp,Composite_Score,Physio_Tension,Optical_BPM,Blink_Per_Min,AU4_Z,AU23_Z,Flags
02:48:06.786,40.6,44.1,61,0,-5.88,-1.19,
02:48:06.853,41.0,44.55,61,0,-6.05,-1.29,
02:48:06.876,41.38,44.84,64,0,-6.16,-1.36,
02:48:06.911,41.62,43.74,64,0,-6.31,-1.11,
02:48:06.928,41.69,42.36,64,0,-6.11,-0.83,
02:48:07.005,41.66,41.34,64,0,-5.93,-0.65,
02:48:07.029,41.55,40.6,64,0,-5.81,-0.52,
02:48:07.052,41.7,38.06,64,0,-4.82,-0.12,SUPPRESSION PROFILE
02:48:07.069,41.55,35.17,64,0,-3.93,0.3,SUPPRESSION PROFILE
02:48:07.118,41.42,35.27,64,0,-3.29,0.21,SUPPRESSION PROFILE
02:48:07.139,41.3,35.15,64,0,-2.84,0.15,SUPPRESSION PROFILE
02:48:07.170,41.29,36.23,64,0,-2.63,-0.07,SUPPRESSION PROFILE
02:48:07.186,41.18,35.22,64,0,-2.06,-0.09,SUPPRESSION PROFILE
02:48:07.249,40.92,33.6,64,0,-1.55,-0.08,SUPPRESSION PROFILE
02:48:07.271,40.04,32.12,64,0,-1.2,-0.07,
02:48:07.321,38.68,26.4,64,0,-0.64,0.4,
02:48:07.348,37.03,22.21,64,0,-0.25,0.73,
02:48:07.376,35.68,23.54,66,0,-0.23,0.47,
02:48:07.394,34.57,24.54,66,0,-0.21,0.28,
02:48:07.459,33.7,25.93,66,0,-0.38,0.23,
02:48:07.479,33.02,26.88,66,0,-0.5,0.19,
02:48:07.507,32.28,25.64,66,0,-1.6,1.43,
02:48:07.524,31.64,25.84,66,0,-2.15,1.83,
02:48:07.598,31.08,26.06,66,0,-2.37,1.92,
02:48:07.626,30.59,26.18,66,0,-2.53,1.98,
02:48:07.649,30.29,27.56,66,0,-2.68,1.61,
02:48:07.667,30.19,29.32,66,0,-2.84,1.22,
02:48:07.712,30.13,29.58,66,0,-2.82,1.16,
02:48:07.731,30.09,29.77,66,0,-2.8,1.11,
02:48:07.775,29.71,26.24,66,0,-2.1,1.67,
02:48:07.793,29.1,23.67,66,0,-1.61,2.06,
02:48:07.869,28.81,26.15,66,0,-1.92,1.56,
02:48:07.891,28.74,28.11,63,0,-2.14,1.21,
02:48:07.915,28.86,29.98,63,0,-2.25,0.87,
02:48:07.932,29.12,31.41,63,0,-2.33,0.64,
02:48:07.991,30.17,34.64,63,0,-2.6,0.18,SUPPRESSION PROFILE
02:48:08.010,31.34,36.92,63,0,-2.79,-0.14,SUPPRESSION PROFILE
02:48:08.035,32.23,35.17,63,0,-2.61,0.1,SUPPRESSION PROFILE
02:48:08.051,32.95,34.41,63,0,-2.52,0.2,SUPPRESSION PROFILE
02:48:08.140,33.55,33.97,63,0,-2.48,0.26,SUPPRESSION PROFILE
02:48:08.160,34.06,33.66,63,0,-2.44,0.3,SUPPRESSION PROFILE
02:48:08.186,34.53,33.8,63,0,-2.82,0.37,SUPPRESSION PROFILE
02:48:08.202,34.07,29.89,63,0,-2.91,1.11,
02:48:08.239,33.35,26.91,63,0,-2.93,1.93,
02:48:08.256,32.58,25.65,63,0,-2.94,2.49,
02:48:08.333,31.86,25.38,63,0,-3.08,2.76,
02:48:08.357,31.2,25.24,63,0,-3.18,2.95,
02:48:08.383,30.61,25.28,63,0,-2.94,2.73,
02:48:08.401,30.21,26.57,66,0,-2.88,2.03,
02:48:08.441,30.06,28.78,66,0,-2.93,1.37,
02:48:08.465,30.15,30.92,66,0,-2.97,0.92,
02:48:08.531,30.1,29.62,66,0,-2.82,1.15,
02:48:08.552,29.96,28.78,66,0,-2.72,1.31,
02:48:08.578,29.97,30.01,66,0,-2.46,0.95,
02:48:08.600,29.9,29.33,66,0,-2.31,1.03,
02:48:08.638,29.76,28.49,66,0,-2.35,1.23,
02:48:08.654,29.69,29.08,66,0,-2.72,1.24,
02:48:08.732,29.73,30.03,66,0,-3.09,1.13,
02:48:08.751,29.82,30.64,66,0,-3.36,1.05,
02:48:08.775,29.81,29.75,66,0,-3.0,1.17,
02:48:08.791,29.71,28.78,66,0,-2.75,1.32,
02:48:08.831,29.55,28.12,66,0,-2.12,1.2,
02:48:08.848,29.41,28.18,66,0,-1.74,0.96,
02:48:08.940,29.3,28.24,69,0,-1.49,0.79,
02:48:08.966,29.19,28.24,69,0,-1.32,0.66,
02:48:08.985,29.02,27.51,69,0,-1.06,0.58,
02:48:09.002,28.81,26.89,69,0,-0.86,0.52,
02:48:09.063,29.18,32.57,69,0,-1.42,0.01,
02:48:09.084,30.38,36.14,69,0,-1.81,-0.35,SUPPRESSION PROFILE
02:48:09.106,31.37,40.26,69,0,-2.15,-0.92,
02:48:09.126,32.26,40.34,69,0,-2.29,-0.87,
02:48:09.195,33.02,39.79,69,0,-2.32,-0.76,
02:48:09.218,33.65,39.39,69,0,-2.34,-0.68,
02:48:09.238,34.28,39.95,69,0,-2.23,-0.83,
02:48:09.256,34.89,40.31,69,0,-2.15,-0.93,
02:48:09.344,35.56,41.6,69,0,-2.42,-1.08,
02:48:09.373,36.24,42.4,69,0,-2.61,-1.18,
02:48:09.388,36.5,38.86,69,0,-2.39,-0.57,
02:48:09.407,36.68,33.29,69,0,-2.16,0.26,SUPPRESSION PROFILE
02:48:09.440,36.16,31.45,69,0,-2.05,0.53,
02:48:09.455,35.57,30.3,69,0,-1.93,0.67,
02:48:09.532,34.99,29.78,69,0,-1.88,0.74,
02:48:09.553,34.44,29.42,69,0,-1.85,0.79,
02:48:09.578,34.04,30.51,69,0,-1.94,0.63,
02:48:09.600,34.3,31.64,69,0,-1.59,0.26,SUPPRESSION PROFILE
02:48:09.630,34.1,32.28,69,0,-1.32,-0.01,
02:48:09.649,34.76,35.74,69,0,-1.71,-0.33,SUPPRESSION PROFILE
02:48:09.745,35.14,38.49,69,0,-2.1,-0.61,
02:48:09.770,35.64,40.18,69,0,-2.37,-0.81,
02:48:09.791,36.05,39.72,69,0,-1.95,-0.91,
02:48:09.814,35.86,34.17,69,0,-1.39,-0.27,
02:48:09.839,34.87,25.98,69,0,-0.92,0.74,
02:48:09.858,33.91,25.28,69,0,-0.92,0.86,
02:48:09.912,33.25,27.31,69,0,-1.15,0.7,
02:48:09.932,32.8,28.69,69,0,-1.32,0.58,
02:48:09.986,32.47,29.53,69,0,-1.66,0.66,
02:48:10.003,32.22,29.97,69,0,-1.91,0.72,
02:48:10.033,32.02,30.19,69,0,-2.01,0.73,
02:48:10.053,31.85,30.33,69,0,-2.08,0.73,
02:48:10.124,31.59,29.22,69,0,-1.79,0.79,
02:48:10.155,31.26,28.33,69,0,-1.59,0.83,
02:48:10.184,30.75,26.15,69,0,-0.55,0.36,
02:48:10.202,30.05,23.76,69,0,0.17,0.03,
02:48:10.265,29.18,21.34,69,0,0.42,0.17,
02:48:10.283,28.23,19.7,69,0,0.6,0.26,
02:48:10.308,27.5,20.94,69,0,0.41,0.24,
02:48:10.329,26.72,19.68,69,0,0.67,0.21,
02:48:10.390,25.84,17.91,69,0,1.05,0.17,
02:48:10.411,24.94,16.87,69,0,1.32,0.14,
02:48:10.436,24.38,19.27,69,0,1.38,-0.28,
02:48:10.452,23.97,20.28,69,0,1.62,-0.6,
02:48:10.537,23.68,21.14,69,0,1.86,-0.9,
02:48:10.558,23.49,21.71,69,0,2.03,-1.11,
02:48:10.584,22.86,17.21,69,0,2.01,-0.28,
02:48:10.602,22.36,17.85,69,0,1.84,-0.31,
02:48:10.661,21.96,18.37,69,0,2.0,-0.47,
02:48:10.684,21.64,18.75,69,0,2.11,-0.59,
02:48:10.713,21.44,19.6,69,0,2.56,-0.91,
02:48:10.735,21.32,20.25,69,0,2.88,-1.13,
02:48:10.767,21.3,21.18,69,0,3.04,-1.39,
02:48:10.784,21.35,21.75,69,0,3.15,-1.58,
02:48:10.860,21.98,27.63,69,0,1.11,-1.8,
02:48:10.883,23.41,36.33,69,0,-0.31,-1.95,
02:48:10.913,25.17,40.96,69,0,-1.11,-2.05,
02:48:10.931,26.98,43.35,69,0,-1.67,-2.11,
02:48:11.003,28.3,40.17,69,0,-0.9,-2.15,
02:48:11.024,29.19,37.18,69,0,-0.36,-2.17,
02:48:11.050,29.97,36.96,63,0,-0.31,-2.2,
02:48:11.068,30.4,34.33,63,0,0.11,-2.2,
02:48:11.115,30.54,31.74,63,0,0.53,-2.19,
02:48:11.132,30.49,30.08,63,0,0.83,-2.18,
02:48:11.167,30.28,28.34,63,0,1.19,-2.19,
02:48:11.184,29.9,26.53,63,0,1.54,-2.04,
02:48:11.254,29.44,25.33,63,0,1.77,-1.88,
02:48:11.272,28.95,24.54,63,0,1.93,-1.77,
02:48:11.310,28.57,25.16,63,0,1.7,-1.75,
02:48:11.326,28.28,25.67,63,0,1.54,-1.74,
02:48:11.402,28.22,27.68,63,0,1.08,-1.77,
02:48:11.424,28.34,29.38,63,0,0.76,-1.79,
02:48:11.449,28.44,29.34,63,0,0.77,-1.79,
02:48:11.468,28.57,29.79,63,0,0.73,-1.87,
02:48:11.516,28.75,30.31,63,0,0.67,-1.94,
02:48:11.537,28.94,30.66,63,0,0.63,-1.98,
02:48:11.571,28.63,25.84,63,0,1.08,-1.26,
02:48:11.586,28.04,22.71,63,0,1.11,-0.67,
02:48:11.631,27.26,20.28,63,0,1.07,-0.22,
02:48:11.651,26.71,21.78,63,0,0.58,-0.05,
02:48:11.711,26.37,23.29,63,0,0.26,0.01,
02:48:11.726,26.17,24.41,63,0,0.04,0.06,
02:48:11.776,26.61,30.58,63,0,-0.19,-0.73,
02:48:11.793,27.93,35.75,63,0,-0.58,-1.32,POSTURAL AVOIDANCE
02:48:11.838,29.41,38.78,63,0,-0.86,-1.73,POSTURAL AVOIDANCE
02:48:11.852,30.93,40.58,63,0,-1.05,-2.01,POSTURAL AVOIDANCE
02:48:11.902,32.3,40.65,63,0,-1.02,-2.11,POSTURAL AVOIDANCE
02:48:11.917,33.65,41.74,63,0,-1.19,-2.23,POSTURAL AVOIDANCE
02:48:11.967,34.96,42.8,63,0,-1.4,-2.31,POSTURAL AVOIDANCE
02:48:11.984,36.08,42.16,63,0,-1.28,-2.24,POSTURAL AVOIDANCE
02:48:12.031,37.01,41.34,63,0,-1.13,-2.17,POSTURAL AVOIDANCE
02:48:12.049,37.38,40.72,63,0,-1.03,-2.11,
02:48:12.110,38.55,40.06,71,0,-0.96,-1.99,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.125,39.94,39.46,71,0,-0.89,-1.9,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.175,41.14,38.92,71,0,-0.81,-1.85,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.194,42.07,37.46,71,0,-0.56,-1.83,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.238,42.4,36.36,71,0,-0.39,-1.8,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.254,42.63,35.74,71,0,-0.26,-1.85,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.303,42.79,35.26,71,0,-0.16,-1.9,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.318,43.05,36.32,71,0,-0.3,-1.98,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.367,43.36,37.22,71,0,-0.42,-2.05,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.384,44.17,38.47,71,0,-0.61,-2.09,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.430,45.02,39.62,71,0,-0.81,-2.12,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.449,45.96,41.46,71,0,-1.18,-2.12,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.510,46.91,42.43,71,0,-1.42,-2.11,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.526,47.83,43.12,71,0,-1.65,-2.05,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.575,48.71,43.63,71,0,-1.84,-2.01,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.590,49.53,43.94,71,0,-1.98,-1.99,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.639,49.93,44.56,71,0,-2.16,-2.05,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.653,50.33,44.91,71,0,-2.2,-2.15,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.702,50.71,45.09,71,0,-2.2,-2.24,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.720,51.03,44.89,71,0,-2.07,-2.29,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.767,51.28,44.57,71,0,-1.94,-2.3,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.785,51.54,44.9,71,0,-2.03,-2.33,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.830,52.21,45.23,71,0,-2.12,-2.39,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.849,52.83,45.4,71,0,-2.16,-2.44,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.912,53.4,45.54,71,0,-2.19,-2.47,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.931,53.92,45.63,71,0,-2.22,-2.49,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.974,54.38,45.49,71,0,-2.16,-2.48,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:12.993,54.49,42.51,71,0,-1.51,-2.0,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:13.038,54.23,38.9,71,0,-1.01,-1.54,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:13.054,53.81,37.0,71,0,-0.65,-1.54,"POSTURAL AVOIDANCE | TACHYCARDIA (71 BPM, threshold 69)"
02:48:13.105,52.93,35.97,71,0,-0.43,-1.61,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:13.120,52.2,36.61,71,0,-0.46,-1.75,"TACHYCARDIA (71 BPM, threshold 69)"
02:48:13.168,51.63,37.55,77,0,-0.54,-1.9,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.184,51.23,38.64,77,0,-0.69,-2.0,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.233,50.96,39.5,77,0,-0.82,-2.04,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.251,50.96,41.93,77,0,-1.31,-2.09,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.310,51.51,43.49,77,0,-1.69,-2.15,"POSTURAL AVOIDANCE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.324,52.1,44.38,77,0,-1.95,-2.19,"POSTURAL AVOIDANCE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.376,52.61,44.23,77,0,-1.87,-2.23,"POSTURAL AVOIDANCE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.389,53.06,44.12,77,0,-1.81,-2.25,"POSTURAL AVOIDANCE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.440,53.11,44.51,77,0,-1.97,-2.23,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.456,53.19,44.97,77,0,-2.15,-2.23,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.504,53.3,45.28,77,0,-2.29,-2.23,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.520,53.39,45.18,77,0,-2.32,-2.16,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.566,53.44,44.85,77,0,-2.32,-2.03,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.585,53.34,43.45,77,0,-2.29,-1.58,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.632,53.05,41.43,77,0,-2.28,-1.1,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.649,52.61,39.69,77,0,-2.27,-0.76,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.712,52.62,38.67,77,0,-2.51,-0.5,"SUPPRESSION PROFILE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.729,52.64,38.88,77,0,-2.64,-0.5,"SUPPRESSION PROFILE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.777,52.23,39.51,77,0,-2.75,-0.58,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.794,51.99,40.82,77,0,-2.7,-0.83,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.838,51.86,41.7,77,0,-2.61,-1.03,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.853,51.89,43.13,77,0,-2.43,-1.42,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.905,51.98,43.84,77,0,-2.27,-1.71,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.919,52.1,44.2,77,0,-2.17,-1.91,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.967,51.82,40.32,77,0,-2.06,-0.97,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:13.984,51.69,36.45,77,0,-1.99,-0.31,"SUPPRESSION PROFILE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:14.031,51.4,34.86,77,0,-1.69,-0.2,"SUPPRESSION PROFILE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:14.049,50.77,31.09,77,0,-1.63,0.38,"SUPPRESSION PROFILE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:14.112,49.53,29.32,77,0,-1.71,0.73,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:14.131,48.56,30.84,77,0,-1.83,0.52,"TACHYCARDIA (77 BPM, threshold 69)"
02:48:14.177,48.34,32.41,77,0,-1.93,0.31,"SUPPRESSION PROFILE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:14.193,48.23,33.17,77,0,-1.98,0.21,"SUPPRESSION PROFILE | TACHYCARDIA (77 BPM, threshold 69)"
02:48:14.239,47.23,33.24,48,0,-1.99,0.2,SUPPRESSION PROFILE
02:48:14.254,46.46,34.59,48,0,-1.8,-0.1,SUPPRESSION PROFILE
02:48:14.304,45.88,35.59,48,0,-1.62,-0.36,SUPPRESSION PROFILE
02:48:14.321,44.79,34.98,48,0,-1.2,-0.54,
02:48:14.367,43.69,33.79,48,0,-0.83,-0.64,
02:48:14.385,42.34,30.25,48,0,-0.45,-0.4,
02:48:14.433,40.75,26.41,48,0,-0.09,-0.14,
02:48:14.451,39.04,23.69,48,0,0.4,-0.19,
02:48:14.511,37.28,21.35,48,0,0.82,-0.19,
02:48:14.528,35.79,22.44,48,0,0.83,-0.38,
02:48:14.576,34.92,23.12,48,0,0.9,-0.55,POSTURAL AVOIDANCE
02:48:14.591,33.99,21.56,48,0,1.03,-0.4,POSTURAL AVOIDANCE
02:48:14.640,32.97,19.84,48,0,1.19,-0.25,POSTURAL AVOIDANCE
02:48:14.655,32.51,24.32,48,0,0.68,-0.56,POSTURAL AVOIDANCE
02:48:14.706,32.59,29.35,48,0,0.17,-0.93,POSTURAL AVOIDANCE
02:48:14.720,33.01,32.79,48,0,-0.18,-1.19,POSTURAL AVOIDANCE
02:48:14.769,33.28,31.67,48,0,-0.32,-0.78,POSTURAL AVOIDANCE
02:48:14.786,33.32,29.67,48,0,-0.1,-0.67,POSTURAL AVOIDANCE
02:48:14.831,32.79,28.09,48,0,0.15,-0.66,
02:48:14.847,32.21,27.0,48,0,0.32,-0.66,
02:48:14.913,31.92,29.3,48,0,0.0,-0.72,
02:48:14.933,31.51,27.84,48,0,-0.05,-0.41,
02:48:14.977,30.91,25.48,48,0,-0.06,-0.02,
02:48:14.993,29.6,17.83,48,0,-0.05,1.37,
02:48:15.038,28.11,14.7,48,0,-0.04,2.47,
02:48:15.053,26.67,13.68,48,0,-0.04,3.24,
02:48:15.104,25.89,18.91,48,0,-0.67,2.26,
02:48:15.119,25.55,22.45,48,0,-1.18,1.88,
02:48:15.168,25.52,25.26,48,0,-1.51,1.44,
02:48:15.183,25.81,28.4,48,0,-1.65,0.86,
02:48:15.234,26.83,30.97,48,0,-1.73,0.45,SUPPRESSION PROFILE
02:48:15.249,28.7,36.61,48,0,-2.66,-0.12,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:48:15.310,30.26,40.3,48,0,-3.11,-0.64,POSTURAL AVOIDANCE
02:48:15.325,31.93,42.93,48,0,-3.22,-1.13,POSTURAL AVOIDANCE
02:48:15.375,33.58,44.4,48,0,-3.24,-1.47,POSTURAL AVOIDANCE
02:48:15.390,35.13,45.12,48,0,-3.05,-1.73,POSTURAL AVOIDANCE
02:48:15.438,36.54,45.26,48,0,-2.87,-1.85,POSTURAL AVOIDANCE
02:48:15.454,37.37,44.76,48,0,-2.58,-1.82,
02:48:15.504,38.04,44.15,48,0,-2.36,-1.75,
02:48:15.521,38.46,42.23,48,0,-2.09,-1.38,
02:48:15.568,38.68,40.67,48,0,-1.87,-1.15,
02:48:15.584,38.45,36.4,48,0,-1.4,-0.63,
02:48:15.630,37.76,31.55,48,0,-1.07,-0.07,
02:48:15.648,37.06,30.75,48,0,-0.75,-0.21,
02:48:15.713,36.46,31.04,48,0,-0.56,-0.43,
02:48:15.731,35.89,30.75,48,0,-0.23,-0.72,
02:48:15.776,35.33,30.32,48,0,0.0,-0.91,
02:48:15.793,34.25,24.52,48,0,0.18,-0.11,
02:48:15.838,32.79,19.59,48,0,0.3,0.58,
02:48:15.853,31.57,20.6,48,0,0.15,0.57,
02:48:15.904,30.67,22.59,48,0,-0.03,0.42,
02:48:15.920,29.94,23.4,48,0,-0.1,0.36,
02:48:15.967,29.34,23.96,48,0,-0.21,0.38,
02:48:15.985,29.17,27.57,48,0,-0.2,-0.22,
02:48:16.033,29.32,30.7,48,0,-0.2,-0.75,
02:48:16.049,29.5,31.16,48,0,-0.21,-0.82,
02:48:16.111,29.62,30.62,48,0,-0.1,-0.85,
02:48:16.128,30.01,33.58,48,0,-0.41,-1.06,
02:48:16.175,30.62,36.07,48,0,-0.67,-1.27,
02:48:16.190,31.32,37.67,48,0,-0.85,-1.42,
02:48:16.239,31.57,33.79,48,0,-0.09,-1.58,
02:48:16.254,31.55,31.35,48,0,0.38,-1.71,
02:48:16.305,31.41,30.14,48,0,0.59,-1.74,
02:48:16.322,31.54,32.72,48,0,0.19,-1.78,
02:48:16.368,31.78,33.98,48,0,-0.0,-1.81,
02:48:16.385,32.09,34.86,48,0,-0.13,-1.82,
02:48:16.433,32.05,31.67,48,0,0.14,-1.4,
02:48:16.448,31.76,29.2,48,0,0.34,-1.11,
02:48:16.513,31.11,25.28,48,0,0.8,-0.85,
02:48:16.531,30.59,25.88,48,0,0.85,-1.02,
02:48:16.604,30.18,26.43,48,0,0.92,-1.22,
02:48:16.631,29.83,26.77,48,0,0.96,-1.35,
02:48:16.653,29.35,24.99,48,0,1.52,-1.52,
02:48:16.670,28.86,24.44,48,0,1.86,-1.68,
02:48:16.723,28.77,24.0,48,0,2.01,-1.67,POSTURAL AVOIDANCE
02:48:16.744,28.67,23.71,48,0,2.12,-1.67,POSTURAL AVOIDANCE
02:48:16.770,28.61,24.1,48,0,2.08,-1.76,POSTURAL AVOIDANCE
02:48:16.786,28.04,22.89,48,0,2.54,-1.68,
02:48:16.830,27.42,21.91,48,0,2.94,-1.56,
02:48:16.849,26.77,20.89,48,0,3.33,-1.39,
02:48:16.941,26.11,20.15,53,0,3.64,-1.27,
02:48:16.968,25.46,19.64,53,0,3.85,-1.18,
02:48:16.988,25.04,21.22,53,12,3.24,-1.46,
02:48:17.008,24.75,22.14,53,12,2.63,-1.51,
02:48:17.054,25.0,23.23,53,12,2.17,-1.56,POSTURAL AVOIDANCE
02:48:17.071,25.32,24.21,53,12,1.85,-1.6,POSTURAL AVOIDANCE
02:48:17.123,25.96,27.74,53,12,1.08,-1.79,POSTURAL AVOIDANCE
02:48:17.141,26.86,30.95,53,12,0.55,-1.92,POSTURAL AVOIDANCE
02:48:17.170,27.97,33.93,53,12,0.17,-2.19,POSTURAL AVOIDANCE
02:48:17.186,29.15,35.76,53,12,-0.07,-2.34,POSTURAL AVOIDANCE
02:48:17.248,30.34,37.08,53,12,-0.27,-2.4,POSTURAL AVOIDANCE
02:48:17.272,31.5,37.98,53,12,-0.4,-2.45,POSTURAL AVOIDANCE
02:48:17.317,32.28,39.23,53,12,-0.62,-2.43,
02:48:17.336,33.05,40.06,53,12,-0.78,-2.41,
02:48:17.393,33.64,38.95,53,12,-0.57,-2.44,
02:48:17.419,34.27,39.93,53,12,-0.74,-2.46,
02:48:17.444,34.97,41.2,48,12,-0.98,-2.47,
02:48:17.464,35.67,42.01,48,12,-1.16,-2.43,
02:48:17.528,36.35,42.43,48,12,-1.27,-2.4,
02:48:17.550,37.26,41.45,48,12,-1.04,-2.42,POSTURAL AVOIDANCE
02:48:17.570,38.0,40.69,48,12,-0.89,-2.43,POSTURAL AVOIDANCE
